latitude,longitude,mag,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,mag10,mag11,mag12
-101.75,39.573,-0.00011524,-0.00010507,-9.43E-05,-8.34E-05,-7.26E-05,-6.21E-05,-5.21E-05,-4.29E-05,-3.48E-05,-1.76E-05,-4.48E-05,-0.0018795
-100.93,39.602,8.54E-05,8.48E-05,8.30E-05,8.01E-05,7.62E-05,7.17E-05,6.67E-05,6.20E-05,5.75E-05,4.68E-05,4.60E-05,0.003045
-100.25,39.544,0.00068763,0.00066692,0.0006459,0.00062458,0.00060314,0.00058201,0.0005619,0.0005436,0.00052793,-8.66E-05,-7.16E-05,-0.0051671
-99.378,39.521,7.02E-05,7.71E-05,8.31E-05,8.79E-05,9.16E-05,9.40E-05,9.51E-05,9.53E-05,9.50E-05,0.00056771,0.00054489,0.014463
-98.601,39.622,1.21E-05,-2.88E-05,-6.84E-05,-0.0001055,-0.00013937,-0.00016957,-0.00019583,-0.00021775,-0.00023502,5.35E-05,2.90E-05,-0.008448
-97.695,39.436,-0.00019332,-0.00024856,-0.0003,-0.00034641,-0.000387,-0.00042117,-0.00044856,-0.00046915,-0.00048332,-0.00039977,0.00015086,-0.011835
-96.827,39.547,-6.79E-06,-1.36E-06,3.71E-06,8.26E-06,1.23E-05,1.59E-05,1.93E-05,2.24E-05,2.51E-05,-0.00011524,-0.00010507,-0.0047571
-96.019,39.529,1.31E-05,7.07E-05,0.00012598,0.00017728,0.00022345,0.00026389,0.0002983,0.0003266,0.00034879,8.54E-05,8.48E-05,0.0058094
-95.206,39.62,-2.18E-05,-2.88E-05,-3.54E-05,-4.13E-05,-4.67E-05,-5.16E-05,-5.59E-05,-5.97E-05,-6.28E-05,0.00068763,0.00066692,-0.002618
-94.349,39.588,-0.00019542,-0.00021042,-0.00022292,-0.0002328,-0.00024023,-0.0002455,-0.00024883,-0.00025027,-0.00024994,7.02E-05,7.71E-05,0.0020656
-93.532,39.625,0.00027295,0.00017515,7.83E-05,-1.43E-05,-0.00010033,-0.00017833,-0.00024735,-0.0003068,-0.00035637,1.21E-05,-2.88E-05,-0.015147
-92.755,39.488,-0.00021324,-0.00017299,-0.00013238,-9.28E-05,-5.52E-05,-2.02E-05,1.14E-05,3.94E-05,6.36E-05,-0.00019332,-0.00024856,-0.012586
-92.048,39.53,-0.00029352,-0.00035602,-0.00041357,-0.00046481,-0.00050899,-0.00054581,-0.00057513,-0.00059696,-0.00061156,-6.79E-06,-1.36E-06,0.0032169
-105.15,38.964,-6.93E-05,-0.00010172,-0.00013173,-0.00015828,-0.00018107,-0.00020036,-0.00021652,-0.00022975,-0.00024,1.31E-05,7.07E-05,0.00048514
-101.83,39.062,4.19E-05,5.77E-05,7.25E-05,8.60E-05,9.79E-05,0.00010799,0.00011623,0.00012273,0.00012767,-2.18E-05,-2.88E-05,0.00042553
-100.98,38.891,-1.75E-05,1.52E-05,4.68E-05,7.62E-05,0.0001029,0.00012644,0.00014666,0.00016353,0.00017712,-0.00019542,-0.00021042,0.0012885
-100.22,38.977,-9.07E-05,-5.62E-05,-2.21E-05,1.07E-05,4.12E-05,6.90E-05,9.37E-05,0.00011499,0.00013271,0.00027295,0.00017515,-0.0018932
-99.395,39.005,-1.77E-05,-6.72E-06,3.91E-06,1.38E-05,2.28E-05,3.07E-05,3.73E-05,4.29E-05,4.73E-05,-0.00021324,-0.00017299,-0.0062242
-98.56,38.991,-0.00016926,-0.00014158,-0.00011343,-8.60E-05,-6.02E-05,-3.64E-05,-1.49E-05,4.06E-06,2.05E-05,-0.00029352,-0.00035602,0.0059415
-97.833,38.998,-0.00039689,-0.00032792,-0.00025753,-0.00018824,-0.00012189,-5.99E-05,-3.31E-06,4.69E-05,9.03E-05,-6.93E-05,-0.00010172,0.0033996
-96.941,38.921,-1.56E-05,-4.10E-05,-6.55E-05,-8.83E-05,-0.0001089,-0.00012708,-0.00014262,-0.00015535,-0.00016513,4.19E-05,5.77E-05,0.0085649
-96.037,38.859,4.70E-05,-3.17E-05,-0.00010822,-0.00018032,-0.00024623,-0.0003048,-0.00035535,-0.00039758,-0.00043155,-1.75E-05,1.52E-05,-0.0014453
-95.461,38.961,-2.35E-05,-3.28E-05,-4.17E-05,-5.00E-05,-5.73E-05,-6.37E-05,-6.91E-05,-7.35E-05,-7.70E-05,-9.07E-05,-5.62E-05,-0.0010426
-94.452,38.876,-2.38E-06,2.26E-05,4.67E-05,6.91E-05,8.94E-05,0.00010721,0.00012236,0.00013495,0.00014515,-1.77E-05,-6.72E-06,-0.0038159
-93.618,38.961,5.55E-05,2.66E-05,-1.74E-06,-2.85E-05,-5.31E-05,-7.50E-05,-9.42E-05,-0.0001105,-0.00012363,-0.00016926,-0.00014158,0.0092113
-92.976,39.045,-0.00010613,-0.00016532,-0.00022138,-0.00027272,-0.00031819,-0.00035723,-0.00038976,-0.00041589,-0.0004358,-0.00039689,-0.00032792,-0.0080048
-92.075,38.995,-0.00020976,-0.00021001,-0.00020821,-0.00020468,-0.00019972,-0.00019359,-0.00018659,-0.00017902,-0.00017117,-1.56E-05,-4.10E-05,-0.0040863
-115.59,38.349,-0.00022176,-0.00021868,-0.00021379,-0.00020742,-0.00019964,-0.00019062,-0.00018081,-0.00017094,-0.00016169,4.70E-05,-3.17E-05,-0.0020427
-101.81,38.342,6.30E-05,6.23E-05,6.12E-05,5.96E-05,5.77E-05,5.53E-05,5.25E-05,4.95E-05,4.65E-05,-2.35E-05,-3.28E-05,0.0057681
-101.14,38.424,-3.49E-06,-5.70E-05,-0.00010851,-0.00015652,-0.00019984,-0.00023778,-0.00027004,-0.00029658,-0.00031759,-2.38E-06,2.26E-05,0.001589
-100.28,38.284,-3.83E-05,-3.80E-05,-3.73E-05,-3.63E-05,-3.49E-05,-3.33E-05,-3.14E-05,-2.97E-05,-2.82E-05,5.55E-05,2.66E-05,0.0025447
-99.527,38.289,0.00015417,0.00016217,0.00016844,0.00017307,0.00017612,0.00017758,0.00017743,0.00017588,0.00017328,-0.00010613,-0.00016532,-0.0037115
-98.711,38.422,6.24E-05,2.49E-05,-1.18E-05,-4.65E-05,-7.84E-05,-0.00010679,-0.00013161,-0.00015274,-0.00017007,-0.00020976,-0.00021001,-0.0011245
-97.984,38.308,-5.07E-05,-0.00010461,-0.00015592,-0.00020314,-0.00024516,-0.00028147,-0.00031199,-0.00033689,-0.00035632,-0.00022176,-0.00021868,0.0065774
-97.247,38.301,9.34E-06,4.95E-05,8.80E-05,0.00012388,0.00015622,0.00018461,0.00020878,0.00022864,0.00024422,6.30E-05,6.23E-05,0.010545
-96.199,38.323,-2.51E-05,-3.04E-05,-3.52E-05,-3.96E-05,-4.35E-05,-4.68E-05,-4.96E-05,-5.19E-05,-5.37E-05,-3.49E-06,-5.70E-05,0.0020044
-95.504,38.324,0.00023271,0.00022904,0.00022302,0.00021505,0.00020564,0.0001953,0.00018458,0.00017396,0.00016379,-3.83E-05,-3.80E-05,0.0078208
-94.829,38.313,0.00013489,0.00015568,0.00017445,0.00019078,0.00020455,0.00021575,0.00022438,0.00023053,0.00023438,0.00015417,0.00016217,0.0004264
-93.906,38.187,8.80E-05,4.38E-05,4.78E-07,-4.07E-05,-7.86E-05,-0.00011273,-0.0001425,-0.00016773,-0.00018848,6.24E-05,2.49E-05,0.00096346
-93.038,38.314,-1.37E-05,1.22E-06,1.57E-05,2.93E-05,4.17E-05,5.27E-05,6.22E-05,7.02E-05,7.66E-05,-5.07E-05,-0.00010461,0.0016884
-92.268,38.291,0.00010461,8.62E-05,6.75E-05,4.92E-05,3.21E-05,1.64E-05,2.31E-06,-1.00E-05,-2.05E-05,9.34E-06,4.95E-05,-0.0056386
-106.83,37.746,4.64E-05,-3.81E-05,-0.00012015,-0.00019729,-0.00026762,-0.00032996,-0.00038366,-0.00042839,-0.00046418,-2.51E-05,-3.04E-05,-0.0050247
-101.9,37.59,-1.21E-05,-2.26E-05,-3.25E-05,-4.15E-05,-4.93E-05,-5.59E-05,-6.15E-05,-6.63E-05,-7.01E-05,0.00023271,0.00022904,0.00048864
-101.12,37.62,-4.62E-05,-4.50E-05,-4.34E-05,-4.14E-05,-3.93E-05,-3.71E-05,-3.49E-05,-3.31E-05,-3.16E-05,0.00013489,0.00015568,0.0049814
-100.46,37.64,5.89E-05,4.18E-05,2.50E-05,8.92E-06,-5.91E-06,-1.93E-05,-3.11E-05,-4.12E-05,-4.97E-05,8.80E-05,4.38E-05,0.0066365
-98.936,37.7,-5.30E-05,-1.86E-05,1.48E-05,4.58E-05,7.36E-05,9.79E-05,0.00011862,0.00013595,0.00015003,-1.37E-05,1.22E-06,0.0053011
-98.002,37.594,-3.46E-05,-5.43E-05,-7.28E-05,-8.96E-05,-0.00010435,-0.00011675,-0.00012671,-0.00013427,-0.00013974,0.00010461,8.62E-05,-0.00098272
-97.111,37.701,-0.00016568,-0.00016734,-0.00016772,-0.00016693,-0.00016511,-0.0001624,-0.00015896,-0.00015491,-0.00015034,4.64E-05,-3.81E-05,0.00027823
-96.319,37.682,-3.56E-05,-1.61E-05,3.24E-06,2.16E-05,3.87E-05,5.41E-05,6.76E-05,7.91E-05,8.86E-05,-1.21E-05,-2.26E-05,0.0016689
-95.592,37.724,-0.00013681,-0.00016797,-0.00019692,-0.00022285,-0.00024516,-0.00026357,-0.00027812,-0.00028909,-0.0002968,-4.62E-05,-4.50E-05,-0.0085703
-94.828,37.76,-2.43E-05,3.66E-05,9.57E-05,0.00015122,0.00020183,0.0002467,0.00028533,0.00031755,0.00034354,5.89E-05,4.18E-05,9.99E-06
-93.908,37.63,-0.00011474,-0.00013598,-0.00015538,-0.00017254,-0.00018727,-0.00019956,-0.00020934,-0.00021647,-0.00022101,-5.30E-05,-1.86E-05,-0.002474
-93.323,37.691,-0.00017022,-0.00016239,-0.00015327,-0.0001434,-0.00013333,-0.00012334,-0.00011345,-0.00010375,-9.45E-05,-3.46E-05,-5.43E-05,-0.0031111
-92.501,37.599,-1.95E-05,-0.00011066,-0.0001984,-0.00028019,-0.00035443,-0.00042011,-0.00047654,-0.00052325,-0.00056015,-0.00016568,-0.00016734,-0.00080283
-87.097,40.379,7.68E-05,0.00021719,0.0003514,0.0004757,0.00058756,0.00068557,0.00076913,0.00083778,0.00089124,-3.56E-05,-1.61E-05,0.0053691
-92.804,45.225,-0.00021058,-0.0001095,-9.38E-06,8.67E-05,0.00017622,0.00025723,0.00032848,0.00038959,0.0004405,-0.00013681,-0.00016797,-0.0075024
-98.956,44.443,3.63E-05,4.55E-05,5.41E-05,6.21E-05,6.91E-05,7.51E-05,7.97E-05,8.30E-05,8.51E-05,-2.43E-05,3.66E-05,-0.0090659
-104.41,37.139,4.25E-05,-4.96E-05,-0.00013892,-0.00022248,-0.00029819,-0.0003648,-0.00042186,-0.00046941,-0.00050764,-0.00011474,-0.00013598,-0.002282
-101.29,37.157,-0.00011492,-0.00012527,-0.00013395,-0.00014086,-0.00014607,-0.00014974,-0.00015203,-0.00015312,-0.00015309,-0.00017022,-0.00016239,-0.0042406
-100.53,37.053,-0.00017337,-0.00016566,-0.00015628,-0.00014577,-0.00013473,-0.00012362,-0.00011278,-0.00010249,-9.30E-05,-1.95E-05,-0.00011066,0.0058829
-99.677,37.098,-5.27E-05,-3.44E-05,-1.63E-05,7.92E-07,1.64E-05,3.03E-05,4.26E-05,5.33E-05,6.24E-05,7.68E-05,0.00021719,-2.50E-05
-98.925,37.18,-2.31E-05,5.68E-06,3.35E-05,5.96E-05,8.32E-05,0.00010399,0.00012171,0.00013636,0.00014809,-0.00021058,-0.0001095,0.002132
-98.244,37.082,0.00010603,7.33E-05,4.09E-05,9.73E-06,-1.89E-05,-4.40E-05,-6.54E-05,-8.32E-05,-9.77E-05,3.63E-05,4.55E-05,-0.0029525
-97.188,37.022,9.06E-05,7.98E-05,6.84E-05,5.68E-05,4.56E-05,3.51E-05,2.53E-05,1.62E-05,7.67E-06,4.25E-05,-4.96E-05,0.0060677
-96.512,36.916,0.00012545,9.34E-05,6.16E-05,3.13E-05,2.97E-06,-2.31E-05,-4.68E-05,-6.77E-05,-8.54E-05,-0.00011492,-0.00012527,0.0018339
-95.879,37.06,4.09E-05,-1.95E-05,-7.84E-05,-0.00013373,-0.0001844,-0.0002296,-0.00026885,-0.00030178,-0.00032817,-0.00017337,-0.00016566,-0.0010805
-94.918,37.123,-2.74E-05,-5.67E-06,1.58E-05,3.64E-05,5.55E-05,7.25E-05,8.72E-05,9.94E-05,0.00010928,-5.27E-05,-3.44E-05,0.0033105
-94.293,37.035,0.0002399,0.00026449,0.00028624,0.00030485,0.00032016,0.00033201,0.00034039,0.00034554,0.00034788,-2.31E-05,5.68E-06,-0.00097746
-93.377,37.024,0.0001797,0.00022045,0.0002583,0.00029219,0.00032152,0.00034616,0.00036626,0.00038188,0.00039298,0.00010603,7.33E-05,-0.018005
-92.519,37.15,6.98E-05,0.00013499,0.00019746,0.00025559,0.00030827,0.00035471,0.00039429,0.00042659,0.00045154,9.06E-05,7.98E-05,0.0033701
-83.59,31.439,-0.00019063,0.0002937,0.00076386,0.001206,0.0016102,0.0019694,0.002279,0.0025373,0.0027447,0.00012545,9.34E-05,0.0023296
-116.45,33.606,-0.00024102,-0.0002094,-0.00017726,-0.000146,-0.00011632,-8.83E-05,-6.19E-05,-3.71E-05,-1.47E-05,4.09E-05,-1.95E-05,0.0036607
-95.792,35.91,-3.42E-05,1.55E-05,6.37E-05,0.0001091,0.00015046,0.00018704,0.00021837,0.00024433,0.00026514,-2.74E-05,-5.67E-06,-0.0019913
-101.27,36.452,0.00013719,8.47E-05,3.29E-05,-1.64E-05,-6.19E-05,-0.00010291,-0.00013876,-0.00016915,-0.00019405,0.0002399,0.00026449,-0.0062949
-100.65,36.53,1.94E-05,5.45E-05,8.79E-05,0.00011867,0.00014648,0.00017118,0.00019257,0.00021043,0.00022468,0.0001797,0.00022045,-0.0039651
-99.851,36.37,0.00021411,0.00027597,0.00033367,0.00038549,0.00043036,0.00046807,0.00049883,0.00052279,0.00054005,6.98E-05,0.00013499,0.0018869
-99.001,36.38,-0.00011238,-0.00013082,-0.0001474,-0.00016154,-0.00017293,-0.00018173,-0.0001883,-0.00019277,-0.00019511,-0.00019063,0.0002937,-0.0028419
-98.114,36.433,-4.12E-05,-5.55E-05,-6.92E-05,-8.17E-05,-9.26E-05,-0.0001019,-0.00010967,-0.00011614,-0.00012142,-0.00024102,-0.0002094,-0.011171
-97.535,36.437,0.00012696,0.00010222,7.71E-05,5.25E-05,2.95E-05,8.48E-06,-1.05E-05,-2.74E-05,-4.21E-05,-3.42E-05,1.55E-05,0.0023788
-96.732,36.371,-2.13E-05,-8.62E-05,-0.00014857,-0.00020645,-0.00025845,-0.00030385,-0.00034243,-0.00037413,-0.00039903,0.00013719,8.47E-05,-0.00077857
-95.733,36.393,-9.02E-05,-0.00011511,-0.00013808,-0.0001585,-0.00017609,-0.00019084,-0.00020288,-0.00021235,-0.00021929,1.94E-05,5.45E-05,0.0065128
-95.116,36.406,3.13E-05,3.31E-05,3.50E-05,3.70E-05,3.89E-05,4.00E-05,4.01E-05,3.93E-05,3.79E-05,0.00021411,0.00027597,-0.0063602
-94.386,36.439,-1.15E-05,1.18E-06,1.35E-05,2.51E-05,3.58E-05,4.54E-05,5.38E-05,6.09E-05,6.69E-05,-0.00011238,-0.00013082,0.0021868
-93.481,36.382,-8.49E-05,-4.00E-05,4.14E-06,4.61E-05,8.48E-05,0.00011936,0.00014954,0.00017511,0.00019608,-4.12E-05,-5.55E-05,0.0060815
-92.853,36.356,8.43E-05,0.00010501,0.00012456,0.00014225,0.00015749,0.0001701,0.00018027,0.00018819,0.00019385,0.00012696,0.00010222,0.0069005
-99.044,35.72,-0.00053362,-0.00047778,-0.00041916,-0.00036005,-0.00030212,-0.00024638,-0.00019345,-0.00014391,-9.85E-05,-2.13E-05,-8.62E-05,0.004141
-98.286,35.821,8.60E-05,0.00016708,0.00024437,0.00031543,0.00037865,0.00043333,0.00047938,0.00051692,0.00054612,-9.02E-05,-0.00011511,0.0033935
-97.518,35.834,-3.23E-05,6.98E-06,4.50E-05,8.05E-05,0.00011278,0.00014166,0.0001669,0.00018818,0.00020534,3.13E-05,3.31E-05,0.0091507
-96.838,35.763,0.00010346,9.65E-05,8.88E-05,8.10E-05,7.32E-05,6.59E-05,5.92E-05,5.32E-05,4.79E-05,-1.15E-05,1.18E-06,-0.001123
-95.942,35.786,-0.00019835,-0.00017209,-0.00014538,-0.00011927,-9.44E-05,-7.12E-05,-4.97E-05,-3.01E-05,-1.28E-05,-8.49E-05,-4.00E-05,-0.0024973
-95.141,35.883,0.00019566,0.00018835,0.00017948,0.00016946,0.00015867,0.00014761,0.00013678,0.00012658,0.00011713,8.43E-05,0.00010501,-0.0015942
-94.408,35.863,2.41E-06,4.65E-05,8.93E-05,0.00012962,0.00016657,0.0001995,0.00022782,0.00025117,0.00026957,-0.00053362,-0.00047778,0.0072888
-93.645,35.839,-0.00015269,-0.00025911,-0.00036058,-0.00045411,-0.00053763,-0.00061022,-0.00067168,-0.0007219,-0.00076072,8.60E-05,0.00016708,0.0086474
-92.823,35.804,-2.27E-05,-8.27E-05,-0.00014017,-0.00019341,-0.00024107,-0.00028251,-0.00031762,-0.00034647,-0.00036917,-3.23E-05,6.98E-06,0.0018963
-109.74,35.118,6.18E-06,-2.91E-05,-6.34E-05,-9.59E-05,-0.00012559,-0.00015174,-0.00017391,-0.00019204,-0.00020634,0.00010346,9.65E-05,0.0027838
-99.246,35.124,-0.00014775,-0.00017843,-0.00020665,-0.00023164,-0.00025288,-0.00027009,-0.00028329,-0.00029269,-0.00029872,-0.00019835,-0.00017209,0.0024003
-98.469,35.152,6.26E-05,-7.07E-06,-7.47E-05,-0.00013799,-0.00019546,-0.00024646,-0.0002908,-0.00032811,-0.00035793,0.00019566,0.00018835,0.00071382
-97.773,35.235,-0.00054851,-0.00052162,-0.00049092,-0.0004579,-0.00042377,-0.00038965,-0.00035663,-0.00032548,-0.00029656,2.41E-06,4.65E-05,-0.00083764
-96.874,35.153,0.0003568,0.00037248,0.00038444,0.0003927,0.00039733,0.00039858,0.00039685,0.0003927,0.00038665,-0.00015269,-0.00025911,0.0085274
-96.226,35.139,-0.00013673,-0.00020643,-0.00027267,-0.00033375,-0.00038851,-0.00043622,-0.00047651,-0.00050921,-0.00053429,-2.27E-05,-8.27E-05,-0.0079372
-95.432,35.139,0.00021247,0.0002226,0.00023039,0.0002358,0.00023899,0.00024027,0.00023987,0.00023792,0.00023451,6.18E-06,-2.91E-05,-0.0061172
-94.518,35.07,0.00016013,4.60E-05,-6.58E-05,-0.00017156,-0.0002689,-0.00035614,-0.00043219,-0.0004963,-0.00054821,-0.00014775,-0.00017843,-1.17E-05
-93.784,35.196,-0.00054328,-0.00054124,-0.00053476,-0.00052479,-0.00051222,-0.0004976,-0.00048115,-0.000463,-0.00044363,6.26E-05,-7.07E-06,-0.0058471
-93.069,35.192,-0.00020985,-0.00028802,-0.00036128,-0.00042757,-0.00048533,-0.00053376,-0.00057283,-0.00060294,-0.0006247,-0.00054851,-0.00052162,0.0049721
-97.456,31.991,0.00013796,0.00012017,0.0001019,8.39E-05,6.67E-05,5.08E-05,3.65E-05,2.38E-05,1.30E-05,0.0003568,0.00037248,-0.0010703
-99.285,34.421,-0.0002337,-0.00022306,-0.00021076,-0.00019742,-0.00018361,-0.00016981,-0.00015638,-0.00014347,-0.00013119,-0.00013673,-0.00020643,-0.0027546
-98.501,34.541,2.18E-05,2.01E-05,1.86E-05,1.74E-05,1.63E-05,1.52E-05,1.41E-05,1.30E-05,1.19E-05,0.00021247,0.0002226,0.0052251
-97.833,34.601,-0.00013368,-0.00015061,-0.00016521,-0.00017718,-0.00018654,-0.0001936,-0.00019873,-0.00020219,-0.00020417,0.00016013,4.60E-05,0.0028879
-96.973,34.4,-9.37E-05,-7.73E-05,-6.08E-05,-4.50E-05,-3.05E-05,-1.74E-05,-5.61E-06,4.88E-06,1.39E-05,-0.00054328,-0.00054124,-0.0045487
-96.352,34.57,-0.00056314,-0.00067765,-0.0007831,-0.00087698,-0.00095769,-0.0010246,-0.0010778,-0.0011175,-0.0011441,-0.00020985,-0.00028802,-0.0042248
-95.371,34.589,9.13E-05,9.24E-05,9.26E-05,9.20E-05,9.09E-05,8.93E-05,8.70E-05,8.40E-05,8.06E-05,0.00013796,0.00012017,-7.22E-05
-94.829,34.669,0.00028649,0.00022137,0.00015593,9.25E-05,3.27E-05,-2.21E-05,-7.12E-05,-0.00011406,-0.00015057,-0.0002337,-0.00022306,0.0042339
-94.114,34.511,-4.35E-05,-5.81E-05,-7.17E-05,-8.40E-05,-9.49E-05,-0.00010414,-0.00011166,-0.00011736,-0.00012132,2.18E-05,2.01E-05,0.0026873
-92.834,34.487,-3.96E-05,-5.18E-05,-6.32E-05,-7.36E-05,-8.31E-05,-9.15E-05,-9.88E-05,-0.00010468,-0.00010891,-0.00013368,-0.00015061,-0.0057813
-114.52,33.75,0.00036844,0.00038571,0.00039945,0.00040972,0.00041634,0.00041907,0.00041798,0.0004136,0.00040687,-9.37E-05,-7.73E-05,-0.00049352
-106.92,34.074,-0.00011366,-0.0001342,-0.00015328,-0.00017045,-0.00018528,-0.00019744,-0.00020681,-0.00021355,-0.00021804,-0.00056314,-0.00067765,-0.012587
-98.626,34.008,-0.00011176,-9.90E-05,-8.54E-05,-7.15E-05,-5.78E-05,-4.46E-05,-3.21E-05,-2.05E-05,-1.03E-05,9.13E-05,9.24E-05,-0.0027966
-97.757,33.957,8.77E-05,0.00013556,0.00018111,0.00022311,0.00026056,0.00029287,0.00031985,0.00034165,0.00035847,0.00028649,0.00022137,-0.0044305
-97.037,33.906,5.11E-05,7.24E-05,9.25E-05,0.0001112,0.00012803,0.00014257,0.00015426,0.0001629,0.00016881,-4.35E-05,-5.81E-05,-0.00051617
-96.285,33.9,0.0001489,0.00026989,0.00038574,0.00049303,0.00058933,0.00067314,0.00074369,0.00080084,0.0008449,-3.96E-05,-5.18E-05,0.0051967
-95.621,33.979,-4.61E-05,-6.20E-05,-7.67E-05,-8.97E-05,-0.00010065,-0.00010942,-0.00011612,-0.00012104,-0.00012456,0.00036844,0.00038571,-0.002157
-94.731,33.928,0.00012946,0.00015256,0.0001737,0.00019248,0.00020876,0.00022241,0.00023317,0.00024093,0.00024592,-0.00011366,-0.0001342,-0.0017466
-94.094,33.938,-0.00014205,-9.97E-05,-5.77E-05,-1.76E-05,1.95E-05,5.29E-05,8.22E-05,0.00010728,0.00012827,-0.00011176,-9.90E-05,-0.0030403
-93.28,34.012,-0.00015641,-0.00011793,-7.97E-05,-4.31E-05,-9.07E-06,2.20E-05,5.00E-05,7.47E-05,9.60E-05,8.77E-05,0.00013556,-0.0040854
-98.765,33.286,2.49E-05,0.00012669,0.00022466,0.00031591,0.00039849,0.00047124,0.00053339,0.0005845,0.00062452,5.11E-05,7.24E-05,0.0061647
-97.916,33.371,6.38E-05,2.92E-05,-4.80E-06,-3.71E-05,-6.69E-05,-9.37E-05,-0.00011713,-0.00013713,-0.00015372,0.0001489,0.00026989,-0.0034949
-97.253,33.331,4.66E-05,5.63E-05,6.52E-05,7.30E-05,7.96E-05,8.50E-05,8.92E-05,9.25E-05,9.49E-05,-4.61E-05,-6.20E-05,-0.0097321
-96.434,33.27,2.95E-05,9.26E-05,0.00015284,0.00020811,0.00025727,0.00030009,0.00033694,0.00036801,0.0003929,0.00012946,0.00015256,0.0025099
-95.623,33.198,7.96E-05,1.60E-05,-4.63E-05,-0.00010555,-0.00016,-0.0002085,-0.00025031,-0.00028537,-0.000314,-0.00014205,-9.97E-05,-0.0028317
-94.985,33.26,5.13E-05,1.60E-05,-1.89E-05,-5.23E-05,-8.28E-05,-0.00010981,-0.0001329,-0.00015223,-0.00016792,-0.00015641,-0.00011793,-0.0011608
-94.182,33.242,0.00015648,5.61E-05,-4.21E-05,-0.00013491,-0.00022036,-0.0002971,-0.00036418,-0.00042099,-0.00046746,2.49E-05,0.00012669,-0.0060693
-93.4,33.258,0.00028225,0.00027992,0.00027521,0.00026864,0.00026061,0.0002515,0.00024157,0.00023095,0.00021985,6.38E-05,2.92E-05,-0.0028574
-92.803,33.258,-2.35E-05,-3.65E-05,-4.89E-05,-6.04E-05,-7.06E-05,-7.92E-05,-8.62E-05,-9.17E-05,-9.59E-05,4.66E-05,5.63E-05,-0.0012579
